,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,present_prize
362,Chevrolet,2010,240000,81925,Diesel,Individual,Manual,First Owner,352418
363,Ford,2013,150000,80000,Diesel,Individual,Manual,Second Owner,178166
364,Renault,2017,270000,40000,Petrol,Individual,Manual,First Owner,324000
365,Maruti,2014,400000,90000,Diesel,Individual,Manual,First Owner,430756
366,Hyundai,2012,200000,46000,Petrol,Individual,Manual,First Owner,255550
367,Mahindra,2012,550000,80000,Diesel,Individual,Manual,First Owner,767631
368,Renault,2018,325000,35000,Petrol,Individual,Manual,First Owner,530810
369,Skoda,2017,860000,82080,Diesel,Individual,Automatic,First Owner,1379989
370,Mahindra,2012,600000,200000,Diesel,Individual,Manual,First Owner,1037850
371,Chevrolet,2009,125000,70000,Petrol,Individual,Manual,First Owner,163847
372,Maruti,2000,60000,40000,Petrol,Individual,Manual,Third Owner,93206
373,Chevrolet,2010,300000,120000,Diesel,Individual,Manual,Third Owner,305669
374,Ford,2007,190000,60000,Petrol,Individual,Manual,Third Owner,200141
375,Maruti,2013,400000,110000,Diesel,Individual,Manual,First Owner,424109
376,Tata,2011,260000,97000,Diesel,Individual,Manual,Second Owner,268036
377,Maruti,2017,400000,30000,Petrol,Individual,Manual,First Owner,536607
378,Hyundai,2010,250000,40000,Petrol,Individual,Manual,First Owner,301057
379,Hyundai,2019,600000,10000,Petrol,Individual,Manual,First Owner,1045520
380,Maruti,2010,175000,52047,Petrol,Individual,Manual,First Owner,210000
381,Toyota,2011,450000,200000,Diesel,Individual,Manual,Third Owner,770695
382,Tata,2019,350000,15000,Petrol,Individual,Automatic,Second Owner,403790
383,Maruti,2018,800000,50000,Diesel,Individual,Manual,First Owner,1175661
384,Maruti,2011,250000,70000,Petrol,Individual,Manual,Second Owner,300612
385,Maruti,2019,600000,10000,Petrol,Individual,Manual,First Owner,887551
386,Maruti,2017,600000,90000,Diesel,Individual,Manual,First Owner,1038217
387,Maruti,2016,130000,40000,Petrol,Individual,Manual,First Owner,156000
388,Maruti,2006,90000,62009,Petrol,Individual,Manual,Second Owner,108000
389,Hyundai,2017,595000,33100,Petrol,Individual,Manual,Second Owner,809495
390,Hyundai,2014,190000,40000,Petrol,Individual,Manual,Second Owner,296463
391,Hyundai,1999,50000,120000,Petrol,Individual,Manual,Second Owner,60000
392,Maruti,2007,95000,80000,Petrol,Individual,Manual,First Owner,114000
393,Tata,2016,1000000,70000,Diesel,Individual,Manual,First Owner,1623761
394,Mahindra,2006,220000,220000,Petrol,Individual,Manual,Second Owner,264000
395,Mahindra,2010,400000,50000,Diesel,Individual,Manual,First Owner,679475
396,Datsun,2015,315000,45000,Petrol,Individual,Manual,Second Owner,383467
397,Toyota,2014,1000000,110000,Diesel,Individual,Manual,First Owner,1495178
398,Ford,2014,500000,49000,Diesel,Individual,Manual,First Owner,623814
399,Mahindra,2018,1600000,35000,Diesel,Individual,Automatic,First Owner,2760525
400,Mahindra,2017,500000,160000,Diesel,Individual,Manual,First Owner,686433
401,Maruti,2007,70000,180000,Petrol,Individual,Manual,Third Owner,84000
402,Maruti,2007,105000,60000,Petrol,Individual,Manual,Second Owner,126000
403,Ford,2008,400000,110000,Diesel,Individual,Manual,Third Owner,651480
404,Maruti,2004,80000,60000,Petrol,Individual,Manual,Third Owner,96000
405,Maruti,2016,300000,30000,Petrol,Individual,Manual,First Owner,414364
406,Mahindra,2017,409999,40000,Diesel,Individual,Manual,First Owner,459747
407,Maruti,2009,250000,70000,Petrol,Individual,Manual,First Owner,300000
408,Tata,2010,250000,120000,Diesel,Individual,Manual,Second Owner,300000
409,Maruti,2012,215000,80000,Diesel,Individual,Manual,Third Owner,258000
410,Toyota,2015,1400000,120000,Diesel,Individual,Manual,First Owner,2235696
411,Honda,2018,475000,20000,Petrol,Individual,Manual,First Owner,652745
412,Honda,2018,475000,22000,Petrol,Individual,Manual,First Owner,646857
413,Chevrolet,2008,75000,35000,Petrol,Individual,Manual,Second Owner,90000
414,Chevrolet,2013,200000,120000,Diesel,Individual,Manual,Second Owner,342192
415,Tata,2019,575000,8000,Petrol,Individual,Manual,First Owner,752066
416,Maruti,2011,150000,40000,Diesel,Individual,Manual,Second Owner,262288
417,Maruti,2018,850000,10000,Diesel,Individual,Manual,First Owner,1406698
418,Hyundai,2019,350000,30000,Petrol,Individual,Manual,First Owner,435110
419,Ford,2011,550000,54000,Diesel,Individual,Manual,Second Owner,821668
420,Hyundai,2017,330000,80577,Petrol,Individual,Manual,First Owner,390848
421,Honda,2017,1044999,25000,Diesel,Individual,Manual,First Owner,1578906
422,Hyundai,2011,300000,127500,Diesel,Individual,Manual,Second Owner,455839
423,Hyundai,2015,235000,40903,Petrol,Dealer,Manual,First Owner,282000
424,Ford,2011,120000,60000,Petrol,Individual,Manual,Third Owner,144000
425,Maruti,2004,130000,46000,Petrol,Individual,Manual,First Owner,156000
426,Ford,2004,275000,22288,Diesel,Dealer,Manual,Second Owner,330000
427,Volkswagen,2011,270000,180000,Diesel,Individual,Manual,Second Owner,400563
428,Volkswagen,2015,500000,30000,Diesel,Individual,Manual,Second Owner,727165
429,Hyundai,2015,400000,61690,Petrol,Dealer,Manual,First Owner,428123
430,Hyundai,2015,600000,64484,Petrol,Dealer,Manual,First Owner,753586
431,Audi,2012,1350000,90000,Diesel,Individual,Automatic,Second Owner,2286380
432,Renault,2013,400000,75976,Diesel,Dealer,Manual,Second Owner,562737
433,Ford,2011,220000,70000,Diesel,Individual,Manual,Second Owner,264000
434,Honda,2012,300000,85962,Petrol,Dealer,Manual,Second Owner,325713
435,Maruti,2018,250000,120000,Petrol,Individual,Manual,First Owner,300000
436,Honda,2015,600000,120000,Diesel,Individual,Manual,First Owner,983317
437,Honda,2012,285000,75000,Petrol,Individual,Automatic,Second Owner,287025
438,Honda,2009,350000,57035,Petrol,Dealer,Manual,First Owner,500065
439,Mahindra,2011,170000,70000,Diesel,Individual,Manual,Third Owner,204000
440,Ford,2015,229999,45000,Petrol,Individual,Manual,First Owner,353996
441,Mahindra,2013,500000,72104,Diesel,Dealer,Manual,Second Owner,615440
442,Tata,2011,75000,15000,Petrol,Individual,Manual,First Owner,90000
443,Hyundai,2016,600000,30000,Petrol,Individual,Manual,First Owner,770739
444,Tata,2011,220000,80000,Diesel,Individual,Manual,First Owner,354469
445,Tata,2009,150000,164000,Diesel,Individual,Manual,Second Owner,180000
446,Maruti,2006,65000,124439,Petrol,Individual,Manual,Second Owner,78000
447,Maruti,2006,120000,77000,Petrol,Individual,Manual,Second Owner,144000
448,Maruti,2014,240000,90000,Diesel,Individual,Manual,First Owner,316600
449,Renault,2017,390000,30000,Petrol,Individual,Manual,First Owner,581352
450,Chevrolet,2012,180000,50000,Petrol,Individual,Manual,First Owner,292493
451,Maruti,2012,320000,80000,Diesel,Individual,Manual,Second Owner,357436
452,Maruti,2018,310000,5000,Petrol,Individual,Manual,First Owner,393256
453,Maruti,2018,420000,24000,Petrol,Individual,Automatic,First Owner,690740
454,Tata,2019,550000,10000,Petrol,Individual,Manual,First Owner,825104
455,Maruti,2016,550000,78000,Diesel,Individual,Manual,Third Owner,827092
456,Mahindra,2018,760000,50000,Diesel,Individual,Manual,First Owner,1205812
457,Maruti,2001,43000,100000,Petrol,Individual,Manual,Second Owner,51600
458,Maruti,2018,250000,20000,Petrol,Individual,Manual,First Owner,355315
459,Hyundai,2019,500000,1250,Petrol,Individual,Manual,First Owner,709155
460,Tata,2015,380000,17152,Petrol,Individual,Manual,First Owner,429398
461,Mahindra,2019,1850000,5000,Diesel,Individual,Automatic,First Owner,2966811
462,Volkswagen,2012,350000,77000,Diesel,Individual,Manual,First Owner,502153
463,Hyundai,2008,195000,90000,Diesel,Individual,Manual,Second Owner,340770
464,Chevrolet,2011,225000,80000,Petrol,Individual,Manual,Second Owner,270000
465,Toyota,2015,1125000,65000,Diesel,Individual,Manual,First Owner,1912762
466,Tata,2011,133000,80000,Diesel,Individual,Manual,First Owner,174581
467,Hyundai,2013,200000,24005,Petrol,Individual,Manual,First Owner,240000
468,Maruti,2018,940000,20000,Diesel,Individual,Manual,First Owner,1621761
469,Renault,2014,400000,120000,Diesel,Individual,Manual,First Owner,604563
470,Hyundai,2009,120000,120000,Petrol,Individual,Manual,Second Owner,144000
471,Maruti,2015,625000,80000,Diesel,Individual,Manual,First Owner,944725
472,Maruti,2005,110000,80000,Petrol,Individual,Manual,First Owner,132000
473,Renault,2012,490000,100000,Diesel,Individual,Manual,First Owner,748860
474,Maruti,2009,140000,120000,Petrol,Individual,Manual,Second Owner,168000
475,Ford,2011,175000,149000,Diesel,Individual,Manual,Second Owner,210000
476,Maruti,2005,90000,65000,Petrol,Individual,Manual,Second Owner,108000
477,Maruti,2009,275000,100000,Diesel,Individual,Manual,Second Owner,321703
478,Volkswagen,2011,300000,65000,Diesel,Individual,Manual,Second Owner,372560
479,Datsun,2018,270000,19000,Petrol,Individual,Manual,Second Owner,324000
480,Chevrolet,2010,130000,80000,Petrol,Individual,Manual,Second Owner,211480
481,Maruti,2015,275000,30000,Petrol,Individual,Manual,First Owner,330000
482,Maruti,2012,352000,109000,Diesel,Individual,Manual,First Owner,554025
483,Hyundai,2012,180000,90000,LPG,Individual,Manual,First Owner,295159
484,Maruti,2012,150000,90000,Petrol,Individual,Manual,First Owner,180000
485,Volkswagen,2011,300000,65000,Diesel,Individual,Manual,Second Owner,335794
486,Maruti,2010,300000,110000,Diesel,Individual,Manual,Second Owner,360000
487,Mahindra,2007,225000,120000,Diesel,Individual,Manual,First Owner,301642
488,Honda,2014,600000,44000,Diesel,Individual,Manual,First Owner,811376
489,Maruti,2015,500000,80000,Petrol,Individual,Manual,First Owner,685130
490,Honda,2018,900000,5000,Petrol,Individual,Manual,First Owner,1451670
491,Hyundai,2016,600000,61000,Petrol,Individual,Manual,First Owner,894391
492,Toyota,2011,450000,100000,Diesel,Individual,Manual,Second Owner,749272
493,Hyundai,2009,270000,27633,Petrol,Individual,Manual,First Owner,346189
494,Maruti,2010,310000,100000,Diesel,Individual,Manual,Third Owner,539521
495,Hyundai,2012,250000,100000,LPG,Individual,Manual,First Owner,350706
496,Ford,2019,700000,12586,Petrol,Dealer,Manual,First Owner,1201603
497,Fiat,2018,650000,38083,Diesel,Dealer,Manual,First Owner,1093085
498,Ford,2012,400000,55328,Diesel,Dealer,Manual,First Owner,641407
499,Ford,2012,425000,81632,Diesel,Dealer,Manual,First Owner,703269
500,Ford,2016,600000,155201,Diesel,Dealer,Manual,First Owner,912907
501,Ford,2013,600000,93283,Diesel,Dealer,Manual,First Owner,793555
502,Maruti,2009,300000,217871,Diesel,Dealer,Manual,First Owner,513555
503,Ford,2012,450000,90165,Diesel,Dealer,Manual,First Owner,550071
504,Ford,2014,750000,101504,Diesel,Dealer,Manual,First Owner,1204032
505,Ford,2010,325000,86017,Diesel,Dealer,Manual,Second Owner,483733
506,Mahindra,2013,900000,85036,Diesel,Dealer,Manual,Second Owner,1355710
507,Ford,2006,180000,91086,Petrol,Dealer,Manual,Second Owner,216000
508,Fiat,2013,350000,160254,Diesel,Dealer,Manual,Second Owner,420000
509,Ford,2013,600000,125531,Diesel,Dealer,Manual,Second Owner,765444
510,Honda,2019,900000,60000,Diesel,Individual,Manual,First Owner,1360353
511,Skoda,2006,350000,100000,Diesel,Individual,Manual,First Owner,384895
512,Maruti,2013,280000,90000,Diesel,Individual,Manual,Third Owner,336000
513,Mahindra,2009,225000,120000,Diesel,Individual,Manual,Second Owner,270000
514,Honda,2014,520000,82000,Diesel,Individual,Manual,First Owner,895547
515,Mahindra,2016,509999,60000,Diesel,Individual,Manual,First Owner,757334
516,Maruti,2019,556000,24000,Petrol,Individual,Manual,First Owner,802161
517,Tata,2014,225000,120000,Diesel,Individual,Manual,First Owner,270000
518,Honda,2013,325000,65000,Diesel,Dealer,Manual,First Owner,566011
519,Maruti,2013,365000,65000,Diesel,Dealer,Manual,First Owner,485452
520,Hyundai,2015,850000,84000,Diesel,Dealer,Manual,First Owner,1199889
521,Toyota,2013,350000,75000,Diesel,Dealer,Manual,First Owner,536545
522,Maruti,2007,225000,50000,Diesel,Dealer,Manual,First Owner,270000
523,Maruti,2011,135000,50000,Petrol,Individual,Manual,First Owner,162000
524,Maruti,2007,140000,49000,Petrol,Dealer,Manual,First Owner,168000
525,Maruti,2016,665000,560000,Diesel,Dealer,Manual,First Owner,1113432
526,Renault,2015,275000,14365,Petrol,Dealer,Manual,First Owner,301199
527,Toyota,2017,2750000,41000,Diesel,Individual,Automatic,First Owner,4615803
528,Hyundai,2013,484999,65000,Diesel,Dealer,Manual,First Owner,656989
529,Maruti,2015,565000,65000,Diesel,Dealer,Manual,First Owner,936966
530,Maruti,2013,425000,61083,Diesel,Dealer,Manual,First Owner,462734
531,Toyota,2013,925000,75000,Diesel,Individual,Manual,First Owner,1503841
532,Mahindra,2012,565000,72000,Diesel,Dealer,Manual,First Owner,782433
533,Renault,2014,525000,65000,Diesel,Dealer,Manual,First Owner,726699
534,Hyundai,2017,1650000,55000,Diesel,Dealer,Manual,First Owner,2774289
535,Hyundai,2015,295000,21000,Petrol,Dealer,Manual,Second Owner,354000
536,Jaguar,2012,2050000,66363,Petrol,Dealer,Automatic,Second Owner,3429886
537,Hyundai,2018,1475000,11700,Petrol,Dealer,Automatic,First Owner,2300124
538,Hyundai,2017,1100000,10000,Petrol,Individual,Automatic,First Owner,1777408
539,Mercedes-Benz,2014,4400000,100000,Diesel,Individual,Automatic,Second Owner,7501318
540,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,961796
541,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,1182234
542,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,1291283
543,Volkswagen,2017,850000,20000,Petrol,Dealer,Automatic,Second Owner,1397264
544,Renault,2015,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner,679410
545,Maruti,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,498371
546,Honda,2014,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner,465642
547,Maruti,2016,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner,1340051
548,Hyundai,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,1904972
549,Honda,2015,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner,1286255
550,Toyota,2018,1725000,23974,Diesel,Dealer,Automatic,Second Owner,3003286
551,BMW,2016,2150000,43000,Diesel,Dealer,Automatic,First Owner,3642638
552,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,568232
553,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,6640842
554,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,2482695
555,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,8398536
556,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,668158
557,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,270000
558,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,720505
559,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,1111281
560,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,1029366
561,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,863809
562,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner,278431
563,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,4533842
564,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,1078295
565,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner,275998
566,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,2267002
567,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner,96000
568,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner,569735
569,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,1105987
570,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,1048699
571,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,654819
572,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,6376554
573,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,2715078
574,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,8621354
575,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,686414
576,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,297668
577,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,672364
578,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,1093767
579,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,817894
580,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,657680
581,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner,286800
582,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,4487718
583,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,1141143
584,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner,276891
585,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,2252619
586,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner,96000
587,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner,400452
588,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,1308375
589,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,777302
590,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,585639
591,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,6630070
592,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,2693179
593,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,8559693
594,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,739446
595,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,270000
596,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,840801
597,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,1017801
598,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,844188
599,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,836184
600,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner,313764
601,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,4313527
602,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,1012693
603,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner,275998
604,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,2014940
605,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner,96000
606,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner,576021
607,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,1284612
608,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,853239
609,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,614519
610,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,6621374
